Difficulty,Title,Frequency,Acceptance Rate,Link
MEDIUM,Walking Robot Simulation II,100.0,0.26630851880276285,https://leetcode.com/problems/walking-robot-simulation-ii
MEDIUM,Count Nice Pairs in an Array,100.0,0.4853570686136838,https://leetcode.com/problems/count-nice-pairs-in-an-array
MEDIUM,Number of Black Blocks,100.0,0.36783251030486064,https://leetcode.com/problems/number-of-black-blocks
MEDIUM,Word Break,100.0,0.47610838982817044,https://leetcode.com/problems/word-break
MEDIUM,Pancake Sorting,100.0,0.7091471995496764,https://leetcode.com/problems/pancake-sorting
EASY,Available Captures for Rook,100.0,0.6987721378571702,https://leetcode.com/problems/available-captures-for-rook
MEDIUM,Rotating the Box,100.0,0.7919556938587133,https://leetcode.com/problems/rotating-the-box
HARD,Falling Squares,100.0,0.45713222410023413,https://leetcode.com/problems/falling-squares
MEDIUM,Squirrel Simulation,100.0,0.5716689764403089,https://leetcode.com/problems/squirrel-simulation
